Keyfield,Keyfield,Sample Year,Sample Period,Agency,Date,Season,Station ID,Time,Depth,Latitude,Longitude,Temperature (C) ,Salinity,Total Depth (m),Secchi Depth (m),Secchi as % of Total,Sample Depth (m),Sample Depth as % of Total,pH,Dissolved Oxygen (mg/L),Vol TP filtered (ml),Vol Chl filtered (L),Chl a (ug/L),Chl a EXO (ug/L),Phaeophytin (ug/L),NH4  (uM),PO4  (uM),N+N  (uM),NO3  (uM),NO2  (uM),Si  (uM),DIN  (uM),TDP  (uM),DOP  (uM),TP  (uM)
4CGW-09Surface,4CGW-09,2016-2017,A,NOAA,4/13/2017,Dry,CGW-09,1:07,Surface,25.72287,-80.2737,25.85,13.7,9999,9999,9999,9999,9999,9999,6.22,9999,0.1,7.56,6.19,0.42,3.048,0.14,73.377,72.931,0.446,44.926,76.425,9999,9999,9999
5CGW-09Surface,5CGW-09,2016-2017,A,NOAA,5/9/2017,Dry,CGW-09,10:03,Surface,25.72287,-80.2737,26.15,9.63,9999,9999,9999,9999,9999,9999,7.44,1000,0.1,12.94,12.07,2.5,8.715,0.121,56.639,55.978,0.661,79.854,65.354,9999,9999,9999
6CGW-09 surface A,6CGW-09 Surf A,2016-2017,A,NOAA,6/8/2017,Wet,CGW-09,11:00,Surface,25.72287,-80.2737,26.52,1.21,9999,9999,9999,9999,9999,9999,4.17,1000,0.1,1.54,3.75,0.57,48.844,0.353,14.808,14.143,0.665,98.888,63.652,9999,9999,9999
6CGW-09 surface B,6CGW-09 Surf B,2016-2017,A,UMASS,6/23/2017,Wet,CGW-09,NA,Surface,25.72287,-80.2737,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.462,0.044,36.99,36.25,0.74,40.386,37.452,9999,9999,9999
7CGW-09 surface,7CGW-09 Surf,2016-2017,A,NOAA,7/6/2017,Wet,CGW-09,9:47,Surface,25.72287,-80.2737,29.68,3.72,9999,9999,9999,9999,9999,9999,4.51,1000,0.1,5.25,8.48,2.37,11.884,0.433,52.06,50.722,1.338,92.786,63.944,9999,9999,9999
8CGW-09 surface,8CGW-09 Surf,2016-2017,A,NOAA,8/21/2017,Wet,CGW-09,10:45,Surface,25.72287,-80.2737,30.25,2.14,9999,9999,9999,9999,9999,9999,3.31,1000,0.1,3.22,1.95,1.95,15.108,1.002,31.832,31.111,0.721,114.784,46.94,9999,9999,9999
9CGW-09Surface,9CGW-09 Surf,2016-2017,A,NOAA,9/28/2017,Wet,CGW-09,7:41,Surface,25.72287,-80.2737,28.05,2.62,9999,9999,9999,9999,9999,9999,1.77,1000,0.1,2.303,2.23,1.988,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-09Surface,10CGW-09 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-09,11:28,Surface,25.72287,-80.2737,26.36,2.24,9999,9999,9999,9999,9999,9999,4.99,1000,0.1,4.305,4.96,1.972,7.56,0.27,37.31,36.58,0.74,98.5,44.87,0.27,9999,9999
11CGW-09Surface,11CGW-09 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-09,10:01,Surface,25.72287,-80.2737,24.95,1.01,9999,9999,9999,9999,9999,9999,2.58,1000,0.1,2.189,2.18,1.009,26.08,0.45,64.89,62.59,2.3,127.5,90.97,0.45,9999,9999
12CGW-09Surface,12CGW-09 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-09,10:50,Surface,25.72287,-80.2737,24.43,6.68,9999,9999,9999,9999,9999,9999,2.71,1000,0.1,2.192,9999,1.724,6.47,0.21,409.53,408.21,1.32,145.1,416,0.28,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-09,13:00,Surface,25.72287,-80.2737,29.3,1.5,1.5,9999,9999,0.3,0.2,9999,4.86,9999,0.15,7.282,9999,1.41,7.1,0.24,75.53,74.39,1.14,60.6,82.63,0.29,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-09,13:30,Surface,25.72287,-80.2737,29.2,2.5,1.3,9999,9999,0.5,0.38,7.5,5.92,9999,0.2,11.445,9999,1.877,4.52,0.23,60.27,59.36,0.92,79.7,64.79,0.23,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-09,14:52,Surface,25.72287,-80.2737,28.5,1.7,1.2,9999,9999,0.3,0.25,7.61,11.21,9999,0.2,12.114,9999,1.754,4.85,0.26,56.77,55.58,1.19,114.1,61.62,0.26,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-09,11:07,Surface,25.72287,-80.2737,26.6,1.6,1.7,9999,9999,0.2,0.12,7,4.27,9999,0.2,4.624,9999,1.053,5.84,0.6,127.1,125.88,1.215,124.4,132.94,0.635,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-09,13:10,Surface,25.72287,-80.2737,24.2,4.8,1.5,9999,9999,0.1,0.03,7.8,7.29,9999,0.2,11.475,9999,1.353,3.88,0.23,69.1,68.1,1,95.54,72.98,0.94,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-09,11:53,Surface,25.72287,-80.2737,24.7,9.5,2.5,2.5,1,0.3,0.12,7.6,4.9,9999,0.15,1.47,9999,0.697,7.565,1.035,98.445,97.251,1.194,63.989,106.01,1.035,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-09,11:32,Surface,25.72287,-80.2737,25.6,6,1,1,1,0.3,0.3,8,5.04,9999,0.15,1.986,9999,1.562,3.526,0.524,130.526,129.549,0.977,102.744,134.052,0.532,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-09,10:51,Surface,25.72287,-80.2737,26.4,15.8,1.1,1.1,1,0.3,0.26,8,4.23,9999,0.1,5.696,9999,2.697,2.841,0.37,60.361,59.253,1.108,89.558,63.202,0.459,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-09,10:15,Surface,25.72287,-80.2737,26.4,9.2,1,1,1,0.3,0.3,7.83,4.78,9999,0.1,9.253,9999,7.166,3.582,0.66,75.709,74.681,1.028,70.143,79.291,0.787,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-09,13:05,Surface,25.72287,-80.2737,28.7,10.2,0.9,9999,9999,0.3,0.35,7.81,8.44,9999,0.15,13,9999,4.016,2.008,0.146,55.782,55.131,0.651,86.98,57.79,0.546,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-09,11:35,Surface,25.72287,-80.2737,30.7,10.3,1,1,1,0.3,0.3,7.76,8.91,9999,0.15,14.314,9999,4.004,2.257,0.339,33.116,32.318,0.798,112.482,35.373,0.4,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-09,12:00,Surface,25.72287,-80.2737,30.7,6.7,1,1,1,0.5,0.52,7.65,5.48,9999,0.15,1.39,9999,0.821,5.572,0.342,65.459,64.467,0.992,75.692,71.031,0.442,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-09,11:00,Surface,25.72287,-80.2737,29.8,2.9,1.1,1.1,0.96,0.5,0.41,7.52,4.25,9999,0.15,6.213,9999,3.886,7.826,0.474,72.107,70.644,1.463,78.236,79.933,0.474,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/5/2021,Wet,CGW-09,12:19,Surface,25.72287,-80.2737,30.4,2.7,0.6,1.5,2.59,0.3,0.52,7.9,5.11,9999,0.15,5.265,9999,1.755,6.575,0.296,58.919,60.494,1.575,133.072,65.494,0.58,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-09,11:40,Surface,25.72287,-80.2737,30.9,9999,9999,9999,9999,0.3,9999,7.31,9999,9999,0.15,3.628,9999,1.544,5.152,0.356,90.338,91.018,0.68,122.338,95.49,0.356,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-09,11:11,Surface,25.72287,-80.2737,28.3,3.1,1.3,1.3,1,9999,0,7.12,2.65,9999,0.15,2.143,9999,1.294,12.372,0.997,100.957,102.426,1.469,126.283,113.329,0.997,9999,9999
10CGW-10Surface,10CGW-10,2016-2017,A,NOAA,10/14/2016,Wet,CGW-10,10:20,Surface,25.73445,-80.27446,9999,9.6,9999,9999,9999,9999,9999,9999,9999,9999,0.2,7.83,9999,3.48,2.868,2.583,32.303,31.088,1.215,91.447,35.171,9999,9999,9999
11CGW-10Surface,11CGW-10,2016-2017,A,NOAA,11/14/2016,Dry,CGW-10,11:46,Surface,25.73445,-80.27446,25.8,8.5,9999,9999,9999,9999,9999,9999,9999,9999,0.1,11.16,9999,4.11,1.242,1.058,42.353,40.928,1.425,38.333,43.595,9999,9999,9999
12CGW-10Surface,12CGW-10,2016-2017,A,NOAA,12/14/2016,Dry,CGW-10,12:14,Surface,25.73445,-80.27446,26.3,6.2,9999,9999,9999,9999,9999,9999,9999,9999,0.1,3.28,9999,1.74,15.365,0.416,37.6,36.17,1.597,61.856,53.132,0.418,0.002,9999
1CGW-10,1CGW-10,2016-2017,A,UMASS,1/13/2017,Dry,CGW-10,14:35,Surface,25.73445,-80.27446,24.9,8.9,1.5,1,0.67,0.5,0.33,7.92,9999,9999,0.3,44.27,9999,3.69,0.636,0.824,18,16.762,1.238,95.236,18.636,0.431,0,9999
2CGW-10Surface,2CGW-10,2016-2017,A,NOAA,2/10/2017,Dry,CGW-10,11:22,Surface,25.73445,-80.27446,25.1,8.3,9999,9999,9999,9999,9999,9999,9999,9999,0.2,12.1,9999,2.55,8.219,0.162,23.91,23.051,0.859,87.219,32.129,2.064,1.902,9999
3CGW-10Surface,3CGW-10,2016-2017,A,NOAA,3/14/2017,Dry,CGW-10,12:35,Surface,25.73445,-80.27446,25.86,14.8,9999,9999,9999,9999,9999,9999,7.31,9999,0.1,7.03,8.49,2.38,1.886,0.248,20.552,19.827,0.725,91.163,22.438,0.885,0.637,9999
4CGW-10Surface,4CGW-10,2016-2017,A,NOAA,4/13/2017,Dry,CGW-10,1:30,Surface,25.73445,-80.27446,26.57,14.04,9999,9999,9999,9999,9999,9999,9.09,9999,0.1,14.42,13.48,0.66,0.9,0.093,9.651,9.197,0.454,81.753,10.551,9999,9999,9999
5CGW-10Surface,5CGW-10,2016-2017,A,NOAA,5/9/2017,Dry,CGW-10,10:35,Surface,25.73445,-80.27446,26.62,6.86,9999,9999,9999,9999,9999,9999,9.71,950,0.1,22.69,28.63,3.52,3.922,0.095,8.757,7.933,0.824,81.247,12.679,9999,9999,9999
6CGW-10 surface A,6CGW-10 Surf A,2016-2017,A,NOAA,6/8/2017,Wet,CGW-10,11:28,Surface,25.73445,-80.27446,26.57,0.27,9999,9999,9999,9999,9999,9999,2.64,1000,0.1,1.43,5.26,0.82,54.54,0.264,11.65,11.041,0.609,104.996,66.19,9999,9999,9999
6CGW-10 surface B,6CGW-10 Surf B,2016-2017,A,UMASS,6/23/2017,Wet,CGW-10,NA,Surface,25.72287,-80.2737,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.267,0.049,41.1,39.412,1.688,133.596,41.367,9999,9999,9999
7CGW-10 surface,7CGW-10 Surf,2016-2017,A,NOAA,7/6/2017,Wet,CGW-10,10:07,Surface,25.73445,-80.27446,29.93,1.97,9999,9999,9999,9999,9999,9999,5.62,910,0.1,7.93,6.12,3.12,6.355,0.229,15.041,14.285,0.756,109.392,21.396,9999,9999,9999
8CGW-10 surface,8CGW-10 Surf,2016-2017,A,NOAA,8/21/2017,Wet,CGW-10,11:20,Surface,25.73445,-80.27446,29.6,0.92,9999,9999,9999,9999,9999,9999,3.08,1000,0.1,5.9,9999,1.26,38.952,0.62,13.306,12.448,0.858,125.028,52.258,9999,9999,9999
9CGW-10Surface,9CGW-10 Surf,2016-2017,A,NOAA,9/28/2017,Wet,CGW-10,8:12,Surface,25.73445,-80.27446,27.52,1.25,9999,9999,9999,9999,9999,9999,4.79,1000,0.1,10.945,6.49,2.852,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-10Surface,10CGW-10 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-10,11:45,Surface,25.73445,-80.27446,26.37,2.08,9999,9999,9999,9999,9999,9999,4.85,1000,0.1,1.363,4.6,0.173,18.12,1.71,32.03,30.45,1.58,86.1,50.16,1.71,9999,9999
11CGW-10Surface,11CGW-10 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-10,10:21,Surface,25.73445,-80.27446,25.48,0.37,9999,9999,9999,9999,9999,9999,3.88,1000,0.1,1.925,9999,0.708,32.34,0.15,32.67,30.33,2.34,133.7,65,0.29,9999,9999
12CGW-10Surface,12CGW-10 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-10,11:13,Surface,25.73445,-80.27446,24.72,4.63,9999,9999,9999,9999,9999,9999,7.7,1000,0.1,4.856,9999,1.311,4.63,0.14,298.1,295.65,2.45,57.4,302.73,0.19,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-10,12:05,Surface,25.73445,-80.27446,28.3,0.3,1.8,9999,9999,0.3,0.17,9999,3.82,9999,0.15,9.179,9999,1.238,15.26,0.13,36.2,34.34,1.86,69.5,51.46,0.36,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-10,12:40,Surface,25.73445,-80.27446,28.7,2.4,2,9999,9999,0.5,0.25,7.5,6.98,9999,0.2,13.424,9999,1.853,2.83,0.06,29.15,28.09,1.06,53.6,31.98,0.3,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/28/2020,Wet,CGW-10,14:25,Surface,25.73445,-80.27446,27.9,0.3,1.5,9999,9999,0.3,0.2,7.12,5.61,9999,0.2,4.288,9999,0.802,17.11,0.22,50.97,48.21,2.76,149.8,68.08,0.22,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-10,8:43,Surface,25.73445,-80.27446,26.6,0.3,1.7,9999,9999,0.5,0.29,7,1.94,9999,0.2,2.097,9999,0.447,19.62,0.55,50.08,47.83,2.26,117.4,69.7,0.61,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-10,11:19,Surface,25.73445,-80.27446,24.6,4.6,1.7,9999,9999,0.1,0.03,8,5.74,9999,0.2,4.158,9999,1.182,4.244,0.23,58.98,57.35,1.63,100.52,63.224,0.9,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-10,10:40,Surface,25.73445,-80.27446,24.5,6.5,3.5,3.5,1,0.3,0.09,7.8,4.96,9999,0.15,2.59,9999,1.433,12.282,0.102,19.281,18.228,1.053,43.118,31.563,0.594,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-10,9:25,Surface,25.73445,-80.27446,24.6,4.5,1.1,1,0.91,0.3,0.27,7.5,7.39,9999,0.15,20.358,9999,5.512,1.088,0.146,23.771,22.489,1.282,38.169,24.859,0.37,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-10,9:15,Surface,25.73445,-80.27446,25.7,11.6,1.7,1.7,1.03,0.3,0.18,7.5,5.23,9999,0.1,6.174,9999,5.639,4.623,0.62,32.493,31.535,0.958,81.882,37.116,0.641,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-10,8:40,Surface,25.73445,-80.27446,26.8,8.5,1.5,1.5,1,0.3,0.2,7.6,4.88,9999,0.1,5.994,9999,4.123,6.309,0.566,34.981,33.716,1.265,84.862,41.29,0.815,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-10,10:30,Surface,25.73445,-80.27446,27.1,7.6,1.5,9999,9999,0.3,0.2,7.75,9.31,9999,0.15,11.115,9999,2.115,1.439,0.068,10.331,9.346,0.985,47.995,11.77,0.42,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-10,9:45,Surface,25.73445,-80.27446,29.3,9.7,1.6,1.5,0.94,0.6,0.39,7.67,6.54,9999,0.15,4.009,9999,9.912,1.64,0.18,10.676,9.931,0.745,113.157,12.316,0.358,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-10,10:10,Surface,25.73445,-80.27446,29.7,6.6,1.5,1.5,1.02,0.5,0.33,7.63,6.45,9999,0.15,1.371,9999,0.854,0.846,0.058,25.579,24,1.579,92.8,26.425,0.431,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-10,9:10,Surface,25.73445,-80.27446,28.7,1.8,1.6,1.5,0.93,0.4,0.22,7.5,5,9999,0.15,11.23,9999,5.034,5.551,0.142,38.001,36.474,1.527,121.727,43.552,0.38,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/5/2021,Wet,CGW-10,10:00,Surface,25.73445,-80.27446,29.9,3,0.6,2,3.18,0.3,0.48,7.75,6.58,9999,0.15,10.661,9999,3.171,2.098,0.235,23.882,25.198,1.316,104.184,25.98,0.4,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-10,10:10,Surface,25.73445,-80.27446,9999,9999,2.5,2.5,1,0.3,0.12,7.39,9999,9999,0.15,14.992,9999,3.422,1.103,0.1,23.407,25.115,1.708,128.695,24.51,0.16,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-10,8:58,Surface,25.73445,-80.27446,27.4,1.9,1.7,1.5,0.91,9999,0,7.06,3.58,9999,0.15,9.604,9999,3.57,9.395,0.337,27.017,28.865,1.848,115.237,36.412,0.337,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/29/2020,Wet,CGW-10a,12:30,Surface,25.735214,-80.274711,28.3,0.7,9999,9999,9999,0.1,9999,9999,3.23,9999,0.15,6.096,9999,1.11,27.3,0.33,50.7,49.34,1.37,64.8,78,0.37,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,10/14/2020,Wet,CGW-10a,NA,Surface,25.735214,-80.274711,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,11/12/2020,Dry,CGW-10a,8:16,Surface,25.735214,-80.274711,26.7,0.7,9999,9999,9999,0.2,9999,7,1.98,9999,0.2,0.24,9999,0.072,28.34,0.31,64.81,63.73,1.08,145.2,93.15,0.31,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,12/14/2020,Dry,CGW-10a,10:15,Surface,25.735214,-80.274711,23.5,4.7,9999,9999,9999,0.1,9999,8.1,5.67,9999,0.2,3.184,9999,1.519,4.33,0.59,63.35,62.08,1.28,70.68,67.68,0.95,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,1/27/2021,Dry,CGW-10a,10:10,Surface,25.735214,-80.274711,23.4,5.6,0.5,0.5,1,0.3,0.6,7.8,5.3,9999,0.15,3.424,9999,2.119,12.651,0.235,21.201,20.166,1.035,38.984,33.852,0.568,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,2/25/2021,Dry,CGW-10a,9:05,Surface,25.735214,-80.274711,24.2,4.5,0.1,9999,9999,0.1,1,7,6.05,9999,0.15,16.399,9999,4.618,2.613,0.13,31.264,30.288,0.976,54.635,33.877,0.328,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,3/25/2021,Dry,CGW-10a,8:50,Surface,25.735214,-80.274711,25.4,11.2,0.1,0.1,1,0.1,0.79,8,5.42,9999,0.1,4.805,9999,4.158,4.785,1.096,35.511,34.596,0.915,82.536,40.296,1.096,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,4/23/2021,Dry,CGW-10a,8:20,Surface,25.735214,-80.274711,26.3,8.2,0.2,0.2,1,0.2,1,7.6,4.2,9999,0.1,6.165,9999,4.385,6.652,0.631,36.393,35.19,1.203,85.763,43.045,0.631,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,5/24/2021,Dry,CGW-10a,9:35,Surface,25.735214,-80.274711,25.4,5.9,0.2,9999,9999,0.2,1,7.86,7.11,9999,0.15,23,9999,7.794,3.268,0.093,17.726,17.089,0.637,56.376,20.994,0.431,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/7/2021,Wet,CGW-10a,9:20,Surface,25.735214,-80.274711,27.5,5.9,0,0,0,0,1,7.52,5.68,9999,0.15,13.42,9999,6.741,7.549,0.262,14.264,13.585,0.679,111.633,21.813,0.328,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,6/23/2021,Wet,CGW-10a,9:41,Surface,25.735214,-80.274711,28.7,4.2,0.1,0.1,1,0.1,1,7.59,6,9999,0.15,15.481,9999,6.961,1.916,0.099,27.129,25.5,1.629,96.064,29.045,0.518,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,7/21/2021,Wet,CGW-10a,8:40,Surface,25.735214,-80.274711,28,1.2,0.1,0.1,1.82,0.1,1,7.21,3.77,9999,0.15,5.76,9999,3.487,25.774,0.674,46.988,46.334,0.654,124.947,72.762,0.674,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/5/2021,Wet,CGW-10a,9:25,Surface,25.735214,-80.274711,28.1,2,2,1,0.51,0.3,0.15,7.53,5.91,9999,0.15,10.467,9999,2.619,2.678,0.173,35.63,37.256,1.626,104.77,38.308,0.736,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,8/19/2021,Wet,CGW-10a,9:33,Surface,25.735214,-80.274711,27.9,9999,0.2,0.2,1,9999,0,7.08,9999,9999,0.15,12.338,9999,3.105,2.862,0.02,27.538,29.105,1.567,130.545,30.4,0.252,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,9/3/2021,Wet,CGW-10a,8:38,Surface,25.735214,-80.274711,27,1.8,0.2,0.2,1,9999,0,6.97,3.39,9999,0.15,5.214,9999,2.205,6.994,0.532,33.312,34.378,1.066,134.977,40.306,0.532,9999,9999
No_keyfield,No_keyfield,2020-2021,B,NOAA,NA,Wet,CGW-10a,NA,Surface,25.735214,-80.274711,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-11Surface,10CGW-11,2016-2017,A,NOAA,10/14/2016,Wet,CGW-11,9:50,Surface,25.73852,-80.28674,9999,0.6,9999,9999,9999,9999,9999,9999,9999,9999,0.2,4.73,9999,1.84,3.24,1.436,25.99,24.633,1.357,51.336,29.23,9999,9999,9999
11CGW-11Surface,11CGW-11,2016-2017,A,NOAA,11/14/2016,Dry,CGW-11,11:32,Surface,25.73852,-80.28674,24.4,0.2,9999,9999,9999,9999,9999,9999,9999,9999,0.1,8.85,9999,4.04,0.985,1.515,25.677,24.181,1.496,59.175,26.662,9999,9999,9999
12CGW-11Surface,12CGW-11,2016-2017,A,NOAA,12/14/2016,Dry,CGW-11,12:00,Surface,25.73852,-80.28674,25.7,3,9999,9999,9999,9999,9999,9999,9999,9999,0.1,4.57,9999,2.3,33.316,0.179,18.021,16.591,1.43,91.61,51.337,9999,9999,9999
1CGW-11,1CGW-11,2016-2017,A,UMASS,1/13/2017,Dry,CGW-11,15:06,Surface,25.73852,-80.28674,24.9,9999,1,0.5,0.5,0.5,0.5,8.07,9999,9999,0.3,74.41,9999,1.76,6.182,0.425,1.495,0.576,0.919,107.72,7.677,0.226,0,9999
2CGW-11Surface,2CGW-11,2016-2017,A,NOAA,2/10/2017,Dry,CGW-11,11:35,Surface,25.73852,-80.28674,25.4,5,9999,9999,9999,9999,9999,9999,9999,9999,0.2,23.18,9999,2.56,15.168,0.161,7.406,6.849,0.557,93.554,22.574,1.345,1.184,9999
3CGW-11Surface,3CGW-11,2016-2017,A,NOAA,3/14/2017,Dry,CGW-11,12:10,Surface,25.73852,-80.28674,26.55,9.25,9999,9999,9999,9999,9999,9999,1.91,9999,0.1,14.7,18.16,0.57,7.768,0.529,12.789,11.899,0.89,104.692,20.557,1.942,1.413,9999
4CGW-11Surface,4CGW-11,2016-2017,A,NOAA,4/13/2017,Dry,CGW-11,1:43,Surface,25.73852,-80.28674,27.33,10.17,9999,9999,9999,9999,9999,9999,10.26,9999,0.1,21.5,15.84,0.01,1.599,0.128,0.224,0.147,0.077,93.033,1.823,9999,9999,9999
5CGW-11Surface,5CGW-11,2016-2017,A,NOAA,5/9/2017,Dry,CGW-11,10:52,Surface,25.73852,-80.28674,27.58,4.87,9999,9999,9999,9999,9999,9999,5.45,840,0.1,43.16,66.91,14.13,7.896,0.108,3.244,2.665,0.579,95.214,11.14,9999,9999,9999
6CGW-11 surface A,6CGW-11 Surf A,2016-2017,A,NOAA,6/8/2017,Wet,CGW-11,11:40,Surface,25.73852,-80.28674,26.57,0.27,9999,9999,9999,9999,9999,9999,1.72,1000,0.1,2.55,7.43,1.24,49.684,0.284,9.744,9.151,0.593,106.284,59.428,9999,9999,9999
6CGW-11 surface B,6CGW-11 Surf B,2016-2017,A,UMASS,6/23/2017,Wet,CGW-11,NA,Surface,25.73852,-80.28674,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999,0.1,3.86,9999,0.78,0.488,0.058,18.985,17.178,1.807,122.028,19.473,9999,9999,9999
7CGW-11 surface,7CGW-11 Surf,2016-2017,A,NOAA,7/6/2017,Wet,CGW-11,10:16,Surface,25.73852,-80.28674,29.9,0.3,9999,9999,9999,9999,9999,9999,7.03,500,0.1,22.08,14.24,8.34,4.491,0.145,2.522,2.183,0.339,117.9,7.013,9999,9999,9999
8CGW-11 surface,8CGW-11 Surf,2016-2017,A,NOAA,8/21/2017,Wet,CGW-11,11:35,Surface,25.73852,-80.28674,29.71,0.26,9999,9999,9999,9999,9999,9999,4.32,1000,0.1,14.01,9999,0.8,56.38,0.45,2.621,2.252,0.369,124.66,59.001,9999,9999,9999
9CGW-11Surface,9CGW-11 Surf,2016-2017,A,NOAA,9/28/2017,Wet,CGW-11,8:29,Surface,25.73852,-80.28674,27.21,0.3,9999,9999,9999,9999,9999,9999,2.65,1000,0.1,11.314,9.1,2.623,9999,9999,9999,9999,9999,9999,9999,9999,9999,9999
10CGW-11Surface,10CGW-11 Surf,2016-2017,A,NOAA,10/5/2017,Wet,CGW-11,11:55,Surface,25.73852,-80.28674,26.12,0.26,9999,9999,9999,9999,9999,9999,3.45,1000,0.1,2.63,8.38,0.461,59.13,0.18,39.39,36.2,3.19,130.2,98.52,0.39,9999,9999
11CGW-11Surface,11CGW-11 Surf,2016-2017,A,NOAA,11/17/2017,Dry,CGW-11,10:35,Surface,25.73852,-80.28674,25.57,0.26,9999,9999,9999,9999,9999,9999,2.15,1000,0.1,2.538,9999,0.933,48.68,0.38,24.85,23.07,1.79,119.3,73.53,0.38,9999,9999
12CGW-11Surface,12CGW-11 surf,2016-2017,A,NOAA,12/18/2017,Dry,CGW-11,11:25,Surface,25.73852,-80.28674,24.22,0.45,9999,9999,9999,9999,9999,9999,8.15,1000,0.1,55.07,9999,0,2.77,0.07,145.76,143.55,2.2,122.5,148.53,0.18,9999,9999
